0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,label
-549.116455078125,104.18818664550781,-30.194869995117188,-15.561407089233398,6.548645973205566,-21.460697174072266,-15.258848190307617,2.2358670234680176,-5.501067161560059,-5.455905437469482,0.14916780591011047,-3.372129201889038,-4.631565093994141,-5.965152263641357,-8.05661678314209,-3.5400938987731934,1.5596293210983276,4.4072585105896,6.785257816314697,5.1443657875061035,1.0444326400756836,-1.7002168893814087,-1.5321897268295288,0.8984989523887634,-0.6834161281585693,-5.507382869720459,-5.596071720123291,-2.519291639328003,-0.7333568930625916,-1.1022019386291504,-4.279179096221924,-4.545780658721924,0.8463045954704285,3.2612287998199463,0.6345465779304504,-0.48814740777015686,0.6238364577293396,0.5027125477790833,-2.2558934688568115,-3.9559779167175293,0.19902294874191284,0.2211238592863083,0.31305941939353943,0.42216622829437256,0.45369502902030945,0.38269704580307007,0.43542152643203735,0.42350468039512634,0.2683044970035553,0.22536201775074005,0.2327193021774292,0.21528445184230804,21.52398547974843,16.599144425238155,19.501252958175268,19.022819431921302,19.784096219919874,58.59798560735647,20.49115695178828,belly_pain
-511.4329528808594,141.3903045654297,-53.67715072631836,-0.5120082497596741,10.040218353271484,-33.622581481933594,-3.0867063999176025,-7.776647090911865,-26.259321212768555,0.8281772136688232,-7.816308975219727,-19.277053833007812,-0.8338393568992615,-12.74899673461914,-16.278337478637695,2.2559797763824463,-8.392544746398926,-9.920151710510254,7.028256416320801,3.850769519805908,3.9712114334106445,4.291492938995361,-9.197093963623047,-5.960049629211426,-0.0036135646514594555,-6.429228782653809,-3.013915777206421,-3.1690847873687744,-8.156327247619629,0.23113572597503662,1.7326959371566772,-3.9904682636260986,-1.562256097793579,-2.9949123859405518,-2.1412904262542725,3.33681583404541,-1.0971380472183228,0.68354731798172,9.318940162658691,4.302547454833984,0.3145104944705963,0.2870754599571228,0.32002589106559753,0.35924431681632996,0.4178840219974518,0.5377905368804932,0.4987800121307373,0.3864820897579193,0.294691801071167,0.3211977779865265,0.28373125195503235,0.296407014131546,16.3622454855737,15.888549382316663,17.4857946371605,18.809920851414784,17.18319306367794,71.72425165777268,22.59041779550744,belly_pain
-429.139404296875,150.94000244140625,-50.50069046020508,-7.24354362487793,6.181875228881836,-35.424076080322266,-6.539393901824951,-6.271383762359619,-26.26085090637207,-4.687736988067627,-9.791309356689453,-20.250064849853516,-2.6004104614257812,-8.919648170471191,-13.4537353515625,-0.22723276913166046,-8.478995323181152,-9.256348609924316,2.5892486572265625,-4.88338565826416,-5.9539408683776855,0.38087859749794006,-4.273636341094971,-0.03487706929445267,1.7810848951339722,-8.215953826904297,-5.364092826843262,-1.5650876760482788,-5.955770015716553,-3.313917875289917,-4.009317874908447,-5.981105327606201,0.6437210440635681,-0.25378644466400146,-3.227931499481201,0.9756458401679993,-1.6210393905639648,-3.8814234733581543,-0.5735558867454529,-2.6588175296783447,0.2673766314983368,0.2973227798938751,0.4921190142631531,0.5503373146057129,0.4511190950870514,0.3270791471004486,0.32552677392959595,0.5063086748123169,0.3515613079071045,0.3441561460494995,0.3119124174118042,0.3227449655532837,19.6285593619051,13.816173567813111,15.186829829217764,15.709286167466212,15.972512520334599,66.59782496713095,15.751735673402129,belly_pain
-380.7818908691406,166.33262634277344,-68.85697174072266,-8.024239540100098,7.700621604919434,-42.25336456298828,-5.1460185050964355,-9.320290565490723,-33.37089920043945,0.14339333772659302,-5.690591812133789,-23.61366081237793,-4.739940643310547,-11.352299690246582,-12.728904724121094,6.391604900360107,-2.7601404190063477,-3.763497829437256,4.877670764923096,-10.67319107055664,-9.627557754516602,1.1244752407073975,-6.954883575439453,-2.3287863731384277,2.2069692611694336,-7.783239841461182,-2.914193630218506,0.013461925089359283,-6.456735134124756,0.556328535079956,2.9470300674438477,-0.0623694509267807,6.213074207305908,2.93479585647583,-2.090420961380005,2.586988687515259,-1.4081145524978638,-3.1916353702545166,3.084806442260742,-0.9186192154884338,0.33730196952819824,0.33507710695266724,0.34528711438179016,0.38987743854522705,0.3492480516433716,0.37817007303237915,0.4105987548828125,0.4614960849285126,0.5229006409645081,0.5280864238739014,0.36120301485061646,0.3127197325229645,17.434453499440433,13.936069068069195,17.373172890924636,17.11808979292444,16.63610657839195,66.95818965442285,12.599940727198911,belly_pain
-310.4436340332031,170.4483642578125,-67.97197723388672,4.665868282318115,10.851198196411133,-51.87480926513672,-10.135605812072754,-10.769560813903809,-33.02859115600586,1.1376310586929321,-9.048078536987305,-22.32928466796875,2.5526371002197266,-10.210223197937012,-14.591399192810059,5.8067851066589355,-6.689365386962891,-6.701134204864502,5.564531326293945,-10.493426322937012,-10.423432350158691,-2.912173271179199,-12.97581672668457,-4.41517448425293,0.7771415114402771,-10.516488075256348,-2.1484720706939697,2.291064739227295,-4.500955581665039,3.6416897773742676,3.5653417110443115,-1.551573395729065,6.900193214416504,3.95385479927063,-2.050041437149048,3.4754228591918945,0.07770990580320358,-1.9185888767242432,3.2015562057495117,-1.4338188171386719,0.2686607837677002,0.30765900015830994,0.2908666729927063,0.2398320585489273,0.25596943497657776,0.2770226299762726,0.3261980712413788,0.39345595240592957,0.5213676691055298,0.5823014974594116,0.4430765211582184,0.353675901889801,18.93588709670095,12.43386651203452,16.93917975184341,15.602884490408421,15.373638731137644,70.69985922513672,15.489251535947734,belly_pain
-380.8782958984375,147.22230529785156,-79.48004913330078,-0.4390736222267151,12.17221450805664,-45.222713470458984,0.7671641707420349,1.5746228694915771,-27.500680923461914,3.2079195976257324,-2.1109652519226074,-17.878562927246094,1.5060969591140747,-8.530049324035645,-13.796031951904297,1.4069024324417114,-9.658949851989746,-7.964399337768555,4.806612491607666,-4.823397159576416,0.42099931836128235,6.042272567749023,-8.35757827758789,-3.6735780239105225,1.2930043935775757,-8.007338523864746,-1.5851160287857056,0.43012383580207825,-5.573733806610107,2.007296562194824,-0.22432896494865417,-7.31962251663208,-0.41446346044540405,-1.1040925979614258,-3.458024263381958,2.3184902667999268,0.03511349484324455,0.43481481075286865,4.123794078826904,-1.7756108045578003,0.3661373555660248,0.38130855560302734,0.404005765914917,0.44559547305107117,0.5311928391456604,0.5417981147766113,0.5248653888702393,0.4504583477973938,0.35716328024864197,0.4413268268108368,0.4148275852203369,0.422066867351532,16.482182227351146,13.235951524596693,16.783941879771557,15.953893739909294,15.997514862624097,70.83418408906338,17.583779879634605,belly_pain
-392.6904296875,128.8248748779297,-42.68901824951172,4.342859745025635,3.9561235904693604,-38.935211181640625,-6.689332008361816,-10.937735557556152,-29.580211639404297,-4.189060688018799,-11.465065002441406,-20.323747634887695,-2.216801643371582,-13.451306343078613,-14.76511001586914,5.758244037628174,0.06888982653617859,1.0796197652816772,9.928062438964844,-1.8669596910476685,-0.03372934088110924,4.503314018249512,-7.969298839569092,-3.851003885269165,0.014272195287048817,-10.680322647094727,-6.291633129119873,-3.1352968215942383,-8.231428146362305,-1.1785551309585571,-0.7072091102600098,-4.939373970031738,2.3698251247406006,1.380867838859558,-2.0793166160583496,3.61855411529541,1.0486873388290405,-0.6634969115257263,4.239299774169922,0.36003023386001587,0.1408027857542038,0.1715216040611267,0.15212801098823547,0.23824568092823029,0.32933902740478516,0.3622077405452728,0.42200490832328796,0.4065115749835968,0.3917045295238495,0.3727555572986603,0.2958357334136963,0.17053169012069702,16.82932546438971,17.345705087424033,19.302544027801584,17.19671094998643,15.03006446024081,71.8957481818729,21.385663533563207,belly_pain
-421.3299560546875,99.16319274902344,-1.0223475694656372,-5.008050441741943,-4.750927925109863,-23.12417221069336,-16.446731567382812,-14.277022361755371,-20.326696395874023,-13.592425346374512,-11.21312141418457,-9.330493927001953,-2.5158793926239014,-6.955723285675049,-8.761902809143066,-0.7016234397888184,0.15670296549797058,1.0401792526245117,5.275125026702881,2.0610499382019043,-0.30921608209609985,-0.06787416338920593,-2.911375045776367,-1.2504699230194092,0.6701937913894653,-3.530343770980835,-4.6733574867248535,-3.4644014835357666,-4.087111473083496,-3.069850206375122,-3.700958251953125,-4.8711466789245605,-1.5137919187545776,1.1392308473587036,2.4475033283233643,4.5657806396484375,3.172865629196167,1.4076396226882935,1.8189431428909302,-0.12191525101661682,0.23266980051994324,0.25949645042419434,0.33074676990509033,0.31999439001083374,0.3037424385547638,0.32985761761665344,0.4724263548851013,0.3925292193889618,0.2846281826496124,0.2785271108150482,0.19533893465995789,0.21260449290275574,17.366818723980018,17.98246250244046,18.15362747959303,16.620482675427127,15.637073511493965,65.95545808210433,23.91971809970866,belly_pain
-383.6756286621094,123.53620147705078,-54.19288635253906,12.439248085021973,1.0627405643463135,-49.013973236083984,-0.4277476668357849,-9.378369331359863,-34.306087493896484,1.5233029127120972,-8.951990127563477,-22.622802734375,3.330301523208618,-6.2188496589660645,-8.205472946166992,12.96710205078125,2.1777162551879883,1.8371676206588745,11.823054313659668,-4.440710067749023,-5.017279148101807,1.7281386852264404,-7.555270195007324,-1.280268907546997,1.7352744340896606,-7.892426013946533,-0.9993178844451904,0.5980632901191711,-5.450943946838379,1.3556036949157715,0.057741958647966385,-2.223500967025757,6.042145729064941,1.8669596910476685,-1.305383563041687,4.658309459686279,-0.8155770301818848,-2.818788766860962,2.086904764175415,-2.261064052581787,0.2135264128446579,0.23521322011947632,0.26068562269210815,0.28196093440055847,0.2557457387447357,0.23410531878471375,0.2745779752731323,0.394243061542511,0.3609630763530731,0.3938860595226288,0.2122524380683899,0.20549118518829346,13.642443738167575,16.384932147227353,21.91481251894345,17.057694695609808,16.28234614583976,71.67796802688892,19.471657394048147,belly_pain
-255.90834045410156,142.54617309570312,-64.25120544433594,-8.066889762878418,-1.0167289972305298,-43.176753997802734,-2.100198984146118,-4.474476337432861,-20.254579544067383,10.848856925964355,-3.453369379043579,-17.769498825073242,3.6708157062530518,-9.397055625915527,-14.34335994720459,3.6034154891967773,-5.723851680755615,-1.577621579170227,14.014656066894531,3.478734254837036,3.1150364875793457,4.98624849319458,-8.928608894348145,-4.549684047698975,1.3087278604507446,-4.547382831573486,0.6950675249099731,-0.7347491383552551,-5.307028293609619,4.3353705406188965,1.1764801740646362,-7.990599632263184,-2.426093816757202,0.2934160530567169,2.7968556880950928,7.333647727966309,3.062808036804199,5.014681339263916,6.879644393920898,-4.1112589836120605,0.2336214780807495,0.2749234735965729,0.24952366948127747,0.22222505509853363,0.24530111253261566,0.383890300989151,0.5000300407409668,0.2989102602005005,0.2793532907962799,0.2790042459964752,0.3092867434024811,0.22379730641841888,14.628416946929894,18.29147313399125,22.357490719087032,20.840080204112088,18.96109091456519,67.73947874196296,14.363847464591696,belly_pain
